bathrooms,ROOMS,bedrooms,Yr_changed,price,STYLE,KITCHENS,FIREPLACES,sqft_living,latitude,longitude,ocean_proximity
4,7,4,2005.0,1825000.0,3 Story,1.0,1,3600,38.90795497,-77.06711794,1
2,6,2,2008.0,540000.0,2 Story,1.0,1,1300,38.90864937,-77.0676681,1
4,8,4,2009.0,1390000.0,2 Story,1.0,0,1500,38.90861077,-77.06743217,1
4,10,5,1990.0,525000.0,2.5 Story Fin,1.0,3,4500,38.90861393,-77.06711015,1
4,9,5,1990.0,1820000.0,2.5 Story Fin,1.0,2,1895,38.90853416,-77.06766395,1
2,7,3,1977.0,1250000.0,2 Story,1.0,1,1411,38.90859883,-77.06767208,1
4,12,5,2013.0,1159000.0,2 Story,4.0,2,2809,38.90860198,-77.06737324,1
1,8,3,1983.0,816000.0,2 Story,1.0,0,1864,38.90858752,-77.06730347,1
4,7,4,2015.0,2900000.0,3 Story,1.0,1,1800,38.90913677,-77.06173032,1
3,11,4,2009.0,2375000.0,2 Story,1.0,4,3593,38.90911745,-77.06282354,1
3,6,3,2007.0,525000.0,3 Story,1.0,2,1611,38.91033759,-77.06205062,1
3,7,5,1980.0,1685000.0,3 Story,2.0,3,2454,38.91004206,-77.06199502,1
5,13,5,2004.0,4500000.0,4 Story,1.0,4,6933,38.90940496,-77.06321938,1
7,31,12,2004.0,23960287.0,3 Story,4.0,6,68880,38.91018767,-77.06293609,1
4,8,3,2014.0,2475000.0,3 Story,1.0,1,2036,38.91011728,-77.0619922,1
2,5,2,2004.0,905000.0,2 Story,1.0,1,1195,38.91001762,-77.06388151,1
2,5,2,2014.0,950000.0,2 Story,1.0,1,1194,38.90998349,-77.06385968,1
3,5,3,2003.0,885000.0,2 Story,1.0,1,1371,38.90994395,-77.06385146,1
2,4,2,1980.0,945000.0,2 Story,1.0,1,1370,38.90990829,-77.06382733,1
2,6,2,1956.0,575000.0,2 Story,1.0,1,1191,38.90987254,-77.06379871,1
3,7,3,2004.0,1290000.0,2 Story,1.0,2,1637,38.91031375,-77.0641646,1
2,9,3,1977.0,1235000.0,2 Story,1.0,2,2064,38.91031334,-77.0640968,1
3,10,4,2006.0,1435000.0,2 Story,2.0,2,1974,38.91031138,-77.06403973,1
1,6,2,2008.0,755000.0,2 Story,1.0,2,1270,38.90983617,-77.06375313,1
2,6,2,1983.0,911001.0,2 Story,2.0,2,1089,38.91009463,-77.06390014,1
2,6,2,2003.0,860000.0,2 Story,1.0,1,1205,38.91005076,-77.06389583,1
3,10,3,2010.0,1470000.0,2.5 Story Fin,2.0,2,1858,38.91029521,-77.06396546,1
3,7,3,2015.0,1410000.0,2 Story,1.0,2,1004,38.91037853,-77.06592296,1
2,5,3,2005.0,1057000.0,2 Story,1.0,2,1003,38.91041979,-77.06592369,1
3,10,4,2001.0,3350000.0,3 Story,1.0,4,4917,38.90692821,-77.0664545,1
2,8,2,2001.0,1850000.0,1.5 Story Unfin,1.0,2,2120,38.90736137,-77.06639334,1
2,6,3,2011.0,1065000.0,2 Story,1.0,3,1191,38.90722913,-77.06622915,1
1,6,3,2003.0,950000.0,2 Story,1.0,2,667,38.90741983,-77.06591492,1
3,10,4,2016.0,2800000.0,2 Story,1.0,2,1935,38.90764082,-77.06541683,1
2,6,3,1966.0,372500.0,2 Story,1.0,2,2145,38.90923018,-77.06882542,1
3,10,4,1980.0,1575000.0,2 Story,1.0,1,2153,38.9092763,-77.068834,1
2,6,3,2007.0,1450000.0,2 Story,1.0,2,2135,38.90917216,-77.06807571,1
5,8,5,2010.0,865000.0,3 Story,1.0,4,5208,38.90933236,-77.06878724,1
3,9,3,1986.0,472500.0,2.5 Story Fin,1.0,3,2641,38.90931658,-77.06805359,1
2,6,2,2001.0,705000.0,2 Story,1.0,0,778,38.8810518,-76.98447473,1
3,8,3,2006.0,655000.0,2 Story,2.0,1,842,38.88107609,-76.98493181,1
3,10,2,2014.0,775000.0,2 Story,1.0,0,1425,38.87855545,-76.98425653,1
2,4,2,2005.0,361000.0,2 Story,1.0,0,1425,38.87854484,-76.9843621,1
3,6,3,2010.0,800000.0,2 Story,1.0,1,1425,38.87856973,-76.98457484,1
2,7,3,1990.0,164500.0,2 Story,1.0,1,1425,38.87858829,-76.98462508,1
2,6,3,2010.0,772500.0,2 Story,1.0,0,1425,38.87857326,-76.98473376,1
1,6,2,2009.0,700000.0,2 Story,1.0,0,1412,38.87855825,-76.98494605,1
2,5,2,2017.0,646000.0,2 Story,1.0,0,1068,38.88444664,-76.98101502,1
2,4,2,2013.0,665000.0,2 Story,1.0,1,1348,38.88431192,-76.98134549,1
1,7,3,1997.0,505000.0,2 Story,1.0,1,1348,38.88431283,-76.98139494,1
1,4,2,1976.0,345000.0,2 Story,1.0,1,1348,38.88428321,-76.9814868,1
1,7,2,2004.0,350000.0,2 Story,1.0,0,1100,38.88497597,-76.9810226,1
1,8,3,1992.0,108000.0,2 Story,1.0,0,1100,38.88481634,-76.98102829,1
2,5,2,2012.0,620000.0,2 Story,1.0,0,986,38.88522208,-76.98101308,1
2,6,2,2005.0,638000.0,2 Story,1.0,0,986,38.88518208,-76.98101067,1
5,10,5,2014.0,4400000.0,3 Story,1.0,3,4459,38.90860763,-77.06663512,1
1,4,2,2007.0,780000.0,2 Story,1.0,0,854,38.90821894,-77.06675144,1
4,9,4,2008.0,3875000.0,3 Story,2.0,4,3031,38.9082538,-77.06659352,1
2,6,2,2007.0,735000.0,2 Story,1.0,1,892,38.90788435,-77.06849242,1
1,5,2,2015.0,975000.0,2 Story,1.0,1,892,38.90788342,-77.06854799,1
2,5,2,1995.0,1050000.0,2 Story,1.0,1,892,38.90788258,-77.06860056,1
2,6,3,1982.0,499000.0,2 Story,1.0,1,1200,38.90787386,-77.06887184,1
3,8,4,2004.0,2710000.0,2 Story,1.0,5,2917,38.90989757,-77.06625365,1
2,8,3,2002.0,1480000.0,2 Story,1.0,1,1800,38.91064229,-77.06640608,1
2,7,3,2000.0,1600000.0,2 Story,1.0,2,1685,38.91000782,-77.06627935,1
1,5,2,2004.0,699000.0,2 Story,1.0,2,935,38.91028304,-77.06625078,1
2,5,2,1976.0,785000.0,2 Story,1.0,1,998,38.91005177,-77.0662832,1
3,7,4,1996.0,895000.0,3 Story,1.0,1,1331,38.91039266,-77.06626587,1
1,6,3,1942.0,259000.0,3 Story,1.0,0,700,38.90999619,-77.06800904,1
2,6,2,1957.0,480000.0,2 Story,1.0,2,1003,38.91046078,-77.06592384,1
1,7,3,1956.0,261000.0,2 Story,1.0,1,1002,38.91013584,-77.06592516,1
2,6,3,2006.0,1250000.0,2 Story,1.0,0,1120,38.91033521,-77.06590874,1
3,7,2,1978.0,750000.0,2 Story,2.0,1,1050,38.9105893,-77.0659702,1
3,7,3,2006.0,1095000.0,2 Story,1.0,1,1050,38.91059986,-77.0659257,1
2,8,3,1981.0,1275000.0,3 Story,1.0,1,2400,38.9057943,-77.06425784,1
6,11,4,2014.0,4920000.0,2 Story,2.0,3,4997,38.90662757,-77.06158783,1
4,8,4,1983.0,3175000.0,3 Story,1.0,3,3738,38.90666256,-77.06201871,1
4,10,4,2005.0,3425000.0,3 Story,1.0,4,3972,38.90666249,-77.06214796,1
4,13,4,2002.0,2350000.0,2 Story,2.0,3,4207,38.90664296,-77.06178096,1
3,8,3,1998.0,1356310.0,3 Story,1.0,2,1164,38.90668471,-77.06220862,1
2,6,3,2004.0,1600000.0,2 Story,1.0,1,1752,38.90665936,-77.06227616,1
3,6,2,2012.0,1350000.0,2 Story,1.0,1,1102,38.90669797,-77.06150246,1
2,8,2,2008.0,1147000.0,2 Story,1.0,3,1320,38.906504,-77.06136464,1
2,7,3,2007.0,1925000.0,3 Story,1.0,3,1320,38.90643995,-77.06137507,1
4,7,5,2003.0,2345000.0,3 Story,1.0,4,1870,38.90637569,-77.0614216,1
5,9,5,2001.0,1500000.0,3 Story,2.0,3,4219,38.90665039,-77.06191298,1
4,11,5,2005.0,4075000.0,3 Story,1.0,7,4200,38.90663894,-77.06085331,1
4,11,5,2012.0,5200000.0,3 Story,1.0,3,7305,38.90613142,-77.06100887,1
5,13,6,2014.0,5400000.0,3 Story,2.0,4,7458,38.90662592,-77.06026462,1
4,11,5,2005.0,1950000.0,3 Story,2.0,2,1467,38.90575147,-77.05939666,1
2,7,3,1994.0,1225000.0,3 Story,1.0,1,2032,38.90622685,-77.05937746,1
3,7,4,2012.0,2125000.0,3 Story,2.0,3,5621,38.90893507,-77.06851926,1
2,7,3,2007.0,455000.0,2 Story,1.0,1,1174,38.90889154,-77.06824308,1
2,5,3,1944.0,1325000.0,2 Story,1.0,2,2850,38.90907615,-77.0680348,1
3,9,3,2005.0,1385000.0,2 Story,2.0,3,1890,38.90902642,-77.06805331,1
2,6,2,2002.0,1300000.0,3 Story,1.0,1,1596,38.90948279,-77.06803945,1
4,10,5,1956.0,2795000.0,3 Story,1.0,4,3719,38.90947449,-77.06882842,1
5,8,5,1987.0,1800000.0,2 Story,1.0,2,6654,38.91040347,-77.05686431,1
5,13,6,2014.0,5250000.0,3 Story,1.0,2,4680,38.91007601,-77.05797667,1
3,7,4,2001.0,1350000.0,3 Story,1.0,3,1998,38.90984782,-77.05798387,1
5,9,5,1985.0,2692888.0,2 Story,1.0,4,5576,38.91034933,-77.0579679,1
3,8,3,2008.0,2500000.0,2 Story,1.0,2,2904,38.91017662,-77.05799417,1
3,8,4,2016.0,3495000.0,2 Story,1.0,2,4538,38.90997793,-77.05792794,1
6,10,4,2012.0,4850000.0,3 Story,2.0,6,3504,38.90976748,-77.05903762,1
4,10,6,2010.0,3500000.0,3 Story,1.0,2,2960,38.90984028,-77.05902604,1
2,6,3,1963.0,684500.0,2 Story,1.0,0,1615,38.91764251,-77.07316322,1
2,9,4,2014.0,880000.0,2 Story,2.0,1,1615,38.917689,-77.07315208,1
2,9,4,2013.0,895000.0,2 Story,1.0,0,1615,38.91773619,-77.07316723,1
2,9,3,2008.0,925000.0,2 Story,1.0,1,1615,38.91782962,-77.07315707,1
2,7,2,1978.0,739000.0,2 Story,2.0,0,1615,38.91787708,-77.07317338,1
4,8,4,2005.0,1011000.0,2 Story,2.0,1,1615,38.91810922,-77.07318641,1
2,6,3,2011.0,664500.0,2 Story,1.0,0,1615,38.91815588,-77.07319338,1
3,7,4,2001.0,853000.0,2 Story,1.0,0,1615,38.91824983,-77.07319244,1
2,7,3,2005.0,810000.0,2 Story,1.0,1,1620,38.9193416,-77.07411065,1
5,14,5,2003.0,495000.0,2 Story,5.0,0,7880,38.92453805,-77.07772919,1
3,8,4,2013.0,1300000.0,3 Story,1.0,2,1297,38.91426468,-77.0775915,1
4,8,5,2003.0,1275000.0,3 Story,1.0,3,1236,38.91449325,-77.07768273,1
3,8,4,2012.0,1265000.0,3 Story,1.0,2,1236,38.91469179,-77.07782269,1
2,6,3,2007.0,880000.0,2 Story,1.0,0,1750,38.91891346,-77.0763114,1
3,7,3,1984.0,679000.0,2 Story,1.0,0,1750,38.91891557,-77.07625063,1
3,7,2,2000.0,882500.0,2 Story,1.0,1,1750,38.91890634,-77.07617636,1
2,8,3,2002.0,850000.0,2 Story,2.0,1,1584,38.91935522,-77.07507664,1
2,6,3,2005.0,975000.0,2 Story,1.0,1,1584,38.91935501,-77.07526633,1
2,6,3,2012.0,910150.0,2 Story,1.0,1,1584,38.91935497,-77.07532998,1
2,8,4,1985.0,954000.0,2 Story,2.0,0,1584,38.91935471,-77.0755839,1
3,8,4,2007.0,1080000.0,2 Story,2.0,0,1584,38.9193545,-77.0757729,1
3,9,4,2014.0,700000.0,2.5 Story Unfin,2.0,1,1907,38.91935432,-77.07590539,1
4,9,4,2012.0,1035000.0,2.5 Story Fin,2.0,1,1608,38.91960222,-77.07578089,1
1,6,3,2016.0,715000.0,2 Story,1.0,0,1620,38.91965293,-77.07580251,1
1,8,4,1998.0,859000.0,2 Story,1.0,0,1620,38.91970157,-77.07580233,1
2,6,3,2013.0,767000.0,2 Story,1.0,0,1800,38.91626851,-77.07309205,1
2,6,4,1998.0,780000.0,2 Story,2.0,1,1800,38.9161705,-77.07308768,1
2,7,4,2001.0,225000.0,2 Story,2.0,1,1800,38.9160188,-77.07309398,1
3,9,3,2003.0,988350.0,2 Story,2.0,1,1962,38.91599146,-77.0740253,1
1,6,3,2012.0,750000.0,2 Story,1.0,0,1489,38.92134978,-77.07334126,1
4,10,7,2016.0,671000.0,2 Story,1.0,0,1433,38.92130078,-77.07333061,1
4,7,3,2015.0,1300000.0,2 Story,1.0,1,2831,38.91893632,-77.07239241,1
2,7,3,2004.0,880000.0,3 Story,2.0,1,2464,38.91911847,-77.07252878,1
2,8,4,2005.0,975000.0,2 Story,1.0,0,1950,38.9183237,-77.07188557,1
2,8,3,2017.0,864519.0,2 Story,2.0,0,2144,38.91837773,-77.07177793,1
3,8,4,2002.0,1975000.0,2 Story,2.0,4,1680,38.90671136,-77.05638186,1
2,7,3,2008.0,1459000.0,2.5 Story Fin,1.0,1,810,38.90674578,-77.05618693,1
2,5,3,2002.0,899000.0,2.5 Story Fin,1.0,1,810,38.90674644,-77.0561234,1
1,5,2,2004.0,740000.0,2 Story,1.0,0,540,38.90674768,-77.05598298,1
2,7,2,1975.0,450000.0,2 Story,1.0,1,833,38.90673347,-77.05593408,1
2,5,3,2015.0,1420000.0,2.5 Story Fin,1.0,1,810,38.90674454,-77.05631628,1
4,7,4,2002.0,1400000.0,2 Story,1.0,3,2955,38.90662451,-77.0645889,1
2,7,3,1976.0,940000.0,2 Story,1.0,0,2955,38.90662545,-77.06451892,1
3,8,3,2003.0,1275000.0,2 Story,1.0,2,2684,38.91188016,-77.07168076,1
4,7,4,2014.0,1385000.0,3 Story,1.0,2,2168,38.91199682,-77.07197686,1
4,9,4,2007.0,690000.0,3 Story,1.0,2,1773,38.91414523,-77.07718792,1
3,7,5,2008.0,1400000.0,2 Story,1.0,2,3763,38.9137413,-77.07717976,1
2,7,3,2000.0,884500.0,2 Story,1.0,0,804,38.91534283,-77.0696756,1
1,7,3,1980.0,255000.0,2 Story,2.0,0,804,38.91534467,-77.06960515,1
2,6,3,2004.0,941000.0,2 Story,1.0,0,804,38.91534661,-77.06953308,1
2,6,3,2013.0,895000.0,2 Story,1.0,0,2501,38.91472915,-77.0695854,1
3,8,4,2003.0,1475000.0,3 Story,1.0,1,3000,38.91468599,-77.06959712,1
3,11,4,2007.0,1050000.0,3 Story,1.0,0,2400,38.91496104,-77.06955058,1
1,5,2,1951.0,325000.0,2 Story,1.0,1,1400,38.91525713,-77.06957473,1
2,5,2,2011.0,820000.0,2 Story,2.0,2,1400,38.91514021,-77.06957093,1
1,5,2,1951.0,490000.0,2 Story,1.0,2,1400,38.91521777,-77.06957377,1
3,10,5,2006.0,1360000.0,3 Story,1.0,1,1622,38.91229292,-77.06946069,1
3,10,4,2003.0,1225000.0,3 Story,1.0,3,1805,38.91212673,-77.06943021,1
5,8,5,2015.0,1390000.0,3 Story,1.0,3,2175,38.91200791,-77.06942767,1
4,6,3,2009.0,1200000.0,3 Story,1.0,1,1437,38.91171459,-77.06975449,1
3,8,4,2015.0,1410000.0,3 Story,1.0,2,1287,38.91171337,-77.06982794,1
5,9,5,2002.0,2040000.0,3 Story,1.0,3,2229,38.91219062,-77.07000044,1
3,7,3,2001.0,1449000.0,2 Story,1.0,1,2013,38.91246471,-77.07036379,1
3,9,4,2007.0,1350000.0,2 Story,1.0,2,2260,38.91244343,-77.07068177,1
3,8,3,2006.0,1470000.0,2 Story,1.0,2,1995,38.91211375,-77.07035422,1
4,9,4,2004.0,1530000.0,3 Story,1.0,2,1995,38.91198646,-77.07034383,1
2,5,2,2014.0,820000.0,2 Story,1.0,0,1700,38.9174676,-77.07267297,1
3,9,5,2000.0,1775000.0,3 Story,2.0,1,1496,38.9057094,-77.05939616,1
4,9,4,2009.0,1425000.0,3 Story,2.0,2,1254,38.9066835,-77.06092576,1
4,9,4,2017.0,2650000.0,3 Story,1.0,2,1339,38.90668345,-77.06100715,1
3,6,3,1990.0,976200.0,2 Story,1.0,1,1234,38.90631285,-77.06101076,1
3,11,4,1991.0,1595000.0,2 Story,1.0,1,2653,38.90616902,-77.05937695,1
2,5,2,2012.0,880000.0,2 Story,1.0,1,900,38.90594448,-77.05858182,1
2,7,2,2001.0,1325000.0,3 Story,1.0,1,900,38.90594694,-77.05852591,1
2,7,3,2000.0,1312500.0,2 Story,2.0,2,893,38.9059785,-77.05828521,1
2,8,3,1956.0,626000.0,2 Story,1.0,2,901,38.9059322,-77.05828794,1
2,7,3,2007.0,900000.0,2 Story,2.0,0,1107,38.90578861,-77.05828205,1
2,6,3,2007.0,1170000.0,2 Story,1.0,1,1107,38.90573987,-77.05828121,1
2,8,2,2000.0,1400000.0,2 Story,1.0,3,2105,38.90572447,-77.05898297,1
2,8,3,2005.0,1300000.0,2 Story,2.0,2,1378,38.90582257,-77.05899435,1
2,7,3,2011.0,832300.0,3 Story,1.0,1,1388,38.90591544,-77.05899869,1
3,6,3,2004.0,1183766.0,2 Story,1.0,3,1378,38.90597418,-77.05900024,1
1,6,3,1990.0,553500.0,2 Story,1.0,1,1058,38.90594566,-77.05874658,1
2,8,3,2009.0,1250000.0,2 Story,1.0,2,1107,38.90569303,-77.05828059,1
2,5,3,2014.0,1065000.0,3 Story,1.0,1,806,38.90832035,-77.05598767,1
1,5,2,2002.0,795000.0,2 Story,1.0,1,1528,38.9081673,-77.05693124,1
3,6,3,1969.0,920000.0,2 Story,1.0,0,1800,38.90840156,-77.0562792,1
3,8,3,1992.0,670000.0,3 Story,1.0,3,3600,38.90783715,-77.0567148,1
2,7,3,1990.0,1100000.0,3 Story,1.0,2,2910,38.90785115,-77.05645609,1
4,8,4,2017.0,1600000.0,3 Story,1.0,2,2086,38.91217137,-77.0724628,1
4,7,5,2006.0,1650000.0,3 Story,1.0,2,1682,38.91244717,-77.0716547,1
4,8,4,1999.0,1550000.0,3 Story,1.0,2,1693,38.91243882,-77.07189232,1
4,9,4,1999.0,900000.0,3 Story,1.0,2,1696,38.91243238,-77.07197303,1
4,7,5,2014.0,1630000.0,3 Story,1.0,2,1700,38.91243413,-77.07205201,1
3,7,3,2008.0,1272500.0,2 Story,2.0,2,1872,38.91242831,-77.07229126,1
4,8,5,2015.0,2475000.0,3 Story,1.0,4,3000,38.9128944,-77.06901679,1
3,6,3,1991.0,945001.0,2 Story,1.0,2,2500,38.91388557,-77.07024943,1
2,7,3,1963.0,845000.0,2 Story,1.0,1,2500,38.91386333,-77.07052821,1
3,6,3,2005.0,975000.0,2 Story,1.0,1,2500,38.91386059,-77.07074175,1
2,6,3,2015.0,725050.0,3 Story,1.0,0,1498,38.91949122,-77.07270294,1
2,6,2,2011.0,1770000.0,2 Story,1.0,1,2434,38.91070679,-77.05776342,1
3,7,2,2004.0,1925000.0,2 Story,1.0,4,2870,38.91071225,-77.05783191,1
4,10,4,2013.0,4600000.0,3 Story,1.0,4,2444,38.91070196,-77.05805951,1
3,7,4,2005.0,2000000.0,3 Story,1.0,2,2098,38.91072068,-77.05791597,1
4,10,7,2014.0,615000.0,2.5 Story Fin,1.0,1,2057,38.91244254,-77.05734962,1
3,11,4,1998.0,1900000.0,2 Story,2.0,1,2057,38.91244188,-77.05759395,1
3,9,4,2003.0,2035000.0,3 Story,1.0,3,2000,38.91072146,-77.05743149,1
2,7,3,2007.0,845000.0,3 Story,1.0,3,1440,38.91092879,-77.05733619,1
4,12,7,2009.0,3750000.0,2.5 Story Fin,1.0,1,9600,38.91083804,-77.05628792,1
8,15,8,2009.0,620000.0,3 Story,2.0,3,6000,38.91076726,-77.05661509,1
6,17,9,2013.0,22000000.0,2.5 Story Fin,2.0,4,155905,38.91167034,-77.05661177,1
4,7,3,2006.0,1125000.0,3 Story,1.0,2,1028,38.91039488,-77.05407488,1
2,7,5,2004.0,1350000.0,3.5 Story Fin,1.0,2,889,38.91039275,-77.0540253,1
2,4,2,1991.0,725000.0,3 Story,1.0,1,1007,38.91075945,-77.05408138,1
2,4,2,1981.0,650000.0,2 Story,1.0,1,1300,38.9107624,-77.05413281,1
2,4,2,2015.0,830000.0,2 Story,1.0,1,1313,38.91076217,-77.05422885,1
2,6,2,2016.0,570000.0,2 Story,1.0,0,1032,38.91097356,-77.05412305,1
2,5,2,2002.0,985000.0,2 Story,1.0,1,1213,38.91097233,-77.05404199,1
2,9,3,1962.0,266500.0,2 Story,2.0,0,2004,38.9153373,-77.0698851,1
3,7,3,2013.0,1475000.0,2 Story,1.0,0,2281,38.91445122,-77.0696188,1
2,6,3,2005.0,830000.0,2 Story,1.0,0,2250,38.91434871,-77.06961444,1
2,7,4,2007.0,910000.0,2 Story,2.0,1,2250,38.914296,-77.06963122,1
4,11,4,2009.0,2150000.0,2 Story,1.0,1,11180,38.91426399,-77.06861385,1
3,7,4,2005.0,1355000.0,2 Story,2.0,0,1965,38.91387209,-77.06822524,1
3,11,4,1980.0,545000.0,3 Story,2.0,0,1965,38.91385786,-77.06837213,1
3,8,4,2007.0,1532500.0,2.5 Story Fin,1.0,0,1965,38.9138643,-77.06844155,1
2,8,2,2001.0,865000.0,2 Story,2.0,0,853,38.91197428,-77.06109838,1
3,7,3,2004.0,1100000.0,2 Story,1.0,1,1675,38.91206018,-77.06012174,1
3,6,4,1963.0,1060000.0,2 Story,3.0,1,1625,38.91207446,-77.06004738,1
3,8,4,2011.0,1695000.0,2 Story,2.0,1,1635,38.91237614,-77.05952428,1
2,6,3,1971.0,1075000.0,2 Story,1.0,0,2291,38.91254634,-77.06035206,1
2,6,3,1955.0,450000.0,2 Story,1.0,0,1867,38.91257195,-77.06047661,1
5,10,4,2000.0,2128000.0,3 Story,1.0,3,1623,38.91275499,-77.06270164,1
3,11,4,1999.0,4300000.0,3 Story,1.0,1,2400,38.908356,-77.05660118,1
2,6,3,2014.0,1275000.0,2 Story,1.0,2,1742,38.90840159,-77.05622086,1
1,4,1,2012.0,655000.0,2 Story,1.0,1,1400,38.90812919,-77.05693628,1
3,5,2,1992.0,1320000.0,2 Story,2.0,2,1200,38.90780717,-77.05687965,1
2,7,3,2013.0,330000.0,2.5 Story Fin,1.0,1,1350,38.9082974,-77.05687254,1
1,4,2,2000.0,686000.0,2 Story,1.0,1,802,38.90808676,-77.05692633,1
1,4,2,2001.0,647000.0,2 Story,1.0,1,733,38.90788687,-77.05692052,1
1,4,2,1975.0,640000.0,2 Story,1.0,1,731,38.90801938,-77.05692789,1
1,4,2,2014.0,795000.0,2 Story,1.0,1,740,38.90805289,-77.05692596,1
2,6,2,2011.0,1455000.0,3 Story,1.0,2,979,38.90841656,-77.05673405,1
2,6,3,1952.0,829000.0,2 Story,1.0,1,771,38.90841489,-77.05683194,1
4,11,4,1953.0,200000.0,3 Story,4.0,4,950,38.90840501,-77.05696706,1
2,7,4,1954.0,1115000.0,3 Story,1.0,1,1278,38.90784491,-77.05595121,1
2,5,2,1986.0,900000.0,3 Story,1.0,1,1814,38.90814504,-77.05601451,1
3,6,3,2003.0,1699000.0,3.5 Story Fin,1.0,1,1185,38.90885818,-77.05938864,1
4,11,5,2016.0,785000.0,2 Story,2.0,3,3000,38.90867313,-77.06031535,1
3,7,5,2009.0,2549000.0,2 Story,1.0,3,2736,38.90867215,-77.06046397,1
4,8,4,1999.0,1870000.0,3 Story,2.0,4,2400,38.90861928,-77.06062257,1
3,6,2,1962.0,1200000.0,2 Story,1.0,2,2400,38.90859906,-77.0606923,1
3,8,5,1976.0,1400000.0,3 Story,1.0,2,2190,38.9087151,-77.06101477,1
4,7,5,2015.0,1675000.0,2 Story,1.0,0,2238,38.9142856,-77.07221773,1
4,11,4,2017.0,1925000.0,2 Story,1.0,0,2250,38.91428918,-77.07196499,1
3,10,5,2015.0,1712500.0,3 Story,1.0,0,2250,38.91428303,-77.0717105,1
3,9,2,2005.0,879000.0,2 Story,1.0,0,2250,38.91429445,-77.07145811,1
3,6,3,2004.0,790000.0,2 Story,1.0,0,2250,38.91429557,-77.07139504,1
4,9,4,2009.0,1500000.0,4 Story,1.0,1,1606,38.91352985,-77.06776866,1
4,7,4,2014.0,925000.0,2 Story,1.0,1,1517,38.91354719,-77.06769488,1
3,7,2,2010.0,1247000.0,2 Story,1.0,1,1521,38.91354597,-77.06762547,1
3,7,4,2003.0,1520000.0,2 Story,1.0,1,1528,38.9135501,-77.0674878,1
4,9,5,2008.0,4100000.0,3 Story,1.0,2,4654,38.91322743,-77.067636,1
3,7,4,1993.0,2175000.0,2 Story,1.0,0,2590,38.91352016,-77.06740256,1
3,8,3,2015.0,1672500.0,2.5 Story Fin,1.0,1,4006,38.91349718,-77.06709837,1
3,9,4,1963.0,1575000.0,3 Story,1.0,3,5452,38.9134973,-77.0672101,1
4,12,5,1962.0,1795000.0,2 Story,1.0,2,5719,38.91335152,-77.06756129,1
1,6,2,2001.0,875000.0,2 Story,1.0,1,1380,38.91194722,-77.06770478,1
2,7,3,1987.0,505000.0,2 Story,1.0,0,2466,38.92275101,-77.07616882,1
3,8,3,2013.0,530000.0,2 Story,1.0,0,2479,38.92274919,-77.0750922,1
3,8,3,2004.0,1222000.0,3 Story,1.0,2,1577,38.91780763,-77.07359361,1
3,7,3,2015.0,865000.0,2 Story,1.0,1,1530,38.91824346,-77.07387254,1
3,8,3,2004.0,840000.0,2 Story,1.0,1,1530,38.91838385,-77.0739534,1
2,6,3,1999.0,1241000.0,2 Story,1.0,2,1056,38.91164505,-77.05946925,1
4,12,4,2016.0,1100000.0,2 Story,4.0,0,1619,38.91189573,-77.0610854,1
3,7,2,2006.0,1540000.0,2 Story,1.0,1,1640,38.91176138,-77.06045955,1
2,6,4,2010.0,1500000.0,2 Story,1.0,1,1641,38.91176205,-77.06038069,1
2,6,2,2012.0,750000.0,2 Story,1.0,0,1502,38.91967626,-77.07383378,1
4,10,4,1980.0,650000.0,2.5 Story Fin,1.0,2,5165,38.91893138,-77.07422253,1
3,8,3,1986.0,780000.0,2 Story,1.0,1,1974,38.92016996,-77.07362223,1
2,7,3,1961.0,216000.0,2 Story,1.0,0,1974,38.92011691,-77.07359819,1
2,6,3,1970.0,620000.0,2 Story,1.0,0,1974,38.91991906,-77.07349835,1
4,9,4,2001.0,935000.0,4 Story,1.0,1,2338,38.90915146,-77.06121011,1
2,6,3,1999.0,1475000.0,2 Story,1.0,2,1749,38.90912399,-77.06102365,1
2,8,3,2005.0,1660000.0,3 Story,1.0,2,1319,38.90911394,-77.06077091,1
3,8,6,2005.0,3200000.0,3 Story,1.0,2,3353,38.90914893,-77.06034561,1
6,13,6,2008.0,7500000.0,3 Story,1.0,4,11772,38.90871398,-77.05987484,1
4,8,4,2008.0,3000000.0,2 Story,1.0,4,2940,38.90913676,-77.05985063,1
2,5,2,2010.0,800000.0,2 Story,1.0,1,724,38.90860605,-77.05936549,1
2,6,3,2005.0,958750.0,3 Story,1.0,1,850,38.9086946,-77.05936798,1
4,9,4,2005.0,2825000.0,3 Story,2.0,3,1847,38.90866645,-77.05945558,1
4,8,3,2005.0,1675000.0,2 Story,2.0,1,1080,38.90864151,-77.05853665,1
3,7,5,2001.0,1380000.0,3 Story,2.0,1,1344,38.90915687,-77.05837946,1
3,9,5,1940.0,1300000.0,3 Story,2.0,2,1080,38.90899005,-77.05834866,1
4,8,4,2013.0,1950000.0,3 Story,2.0,2,1080,38.90893905,-77.05836741,1
3,11,5,1970.0,1500000.0,3 Story,2.0,5,1192,38.9088961,-77.05904151,1
2,8,3,1991.0,153000.0,2 Story,1.0,1,1238,38.89460394,-76.98469748,1
1,6,3,2006.0,460000.0,2 Story,1.0,0,1740,38.89272469,-76.98525775,1
2,6,3,2009.0,280000.0,2 Story,2.0,0,1740,38.89306109,-76.9847619,1
