bathrooms,ROOMS,bedrooms,Yr_changed,price,STYLE,KITCHENS,FIREPLACES,sqft_living,latitude,longitude,ocean_proximity
2,6,3,2017.0,590000.0,2 Story,1.0,0,1623,38.96782505,-77.02222328,1
3,8,3,2011.0,395000.0,2 Story,1.0,0,1789,38.96777269,-77.02185239,1
2,6,3,2012.0,525000.0,1 Story,1.0,0,3560,38.97923688,-77.02253879,1
1,6,3,2005.0,375000.0,2 Story,1.0,0,3024,38.98124592,-77.02422827,1
1,6,3,2016.0,437500.0,2 Story,1.0,0,1409,38.9656708,-77.02085629,1
1,6,3,2017.0,424000.0,2 Story,1.0,0,1409,38.96566123,-77.02095195,1
1,7,3,1991.0,110000.0,2 Story,1.0,0,1409,38.96566309,-77.02110391,1
3,6,3,2017.0,625000.0,2 Story,1.0,0,1170,38.96566254,-77.02116195,1
2,6,3,2016.0,355000.0,2 Story,1.0,0,1409,38.96567185,-77.02148747,1
1,6,3,1988.0,110000.0,2 Story,1.0,0,1409,38.96566137,-77.02163758,1
1,6,3,2005.0,299990.0,2 Story,1.0,0,1409,38.96566215,-77.02185267,1
2,11,5,2006.0,389900.0,2 Story,1.0,0,1409,38.96567573,-77.02194521,1
1,6,3,2005.0,400000.0,2 Story,1.0,0,1170,38.9656759,-77.02200533,1
3,6,3,2015.0,499900.0,2 Story,1.0,0,1856,38.96568973,-77.02220692,1
3,7,3,2012.0,570000.0,2 Story,1.0,0,1440,38.96596101,-77.02200553,1
1,6,3,2014.0,455000.0,2 Story,1.0,0,1355,38.96656618,-77.0234324,1
2,6,3,2009.0,275000.0,2 Story,1.0,0,1355,38.96656789,-77.02297569,1
1,6,3,1991.0,249900.0,2 Story,1.0,0,1965,38.96708566,-77.02265438,1
2,6,4,2018.0,504700.0,2 Story,2.0,2,1965,38.96694774,-77.02266345,1
3,6,3,2015.0,134000.0,2 Story,1.0,0,1113,38.96685283,-77.02291774,1
3,7,3,2014.0,480000.0,2 Story,1.0,0,1355,38.96686277,-77.0232241,1
2,6,3,1990.0,270000.0,2.5 Story Fin,1.0,0,1355,38.96686276,-77.02328249,1
1,7,3,2013.0,397000.0,2 Story,1.0,0,1355,38.96685301,-77.02337826,1
2,7,3,2012.0,325000.0,2 Story,1.0,0,1355,38.96686523,-77.02352308,1
3,5,3,2013.0,425000.0,2 Story,1.0,1,1572,38.966811,-77.02400216,1
3,10,4,2012.0,695000.0,2 Story,1.0,1,3562,38.93900887,-77.02013924,1
2,7,3,1921.0,299000.0,2 Story,1.0,1,2511,38.93965233,-77.0206699,1
1,8,3,1960.0,470000.0,2 Story,1.0,0,2511,38.93963696,-77.02048407,1
4,12,4,2002.0,470000.0,2 Story,4.0,0,3307,38.9549473,-77.01801492,1
4,14,6,2012.0,282000.0,2 Story,3.0,0,4036,38.95485181,-77.01800463,1
2,5,2,2004.0,511500.0,2 Story,1.0,0,1600,38.95561879,-77.01961587,1
2,7,3,2012.0,345000.0,2 Story,1.0,0,1600,38.95566257,-77.01961808,1
2,10,3,2010.0,540000.0,2 Story,1.0,0,1600,38.95570671,-77.01962017,1
3,7,4,2016.0,700000.0,2 Story,1.0,1,1600,38.95575058,-77.01962237,1
3,6,4,2007.0,309900.0,2 Story,1.0,0,1600,38.95588282,-77.01962864,1
3,7,4,2009.0,545000.0,2 Story,2.0,0,2380,38.95561608,-77.01853795,1
3,10,4,2014.0,660000.0,2 Story,1.0,0,2380,38.95561445,-77.01859656,1
3,10,4,2011.0,514500.0,2 Story,1.0,0,2380,38.95561101,-77.01871678,1
3,6,6,2011.0,789000.0,1 Story,1.0,1,11532,38.97439086,-77.02278203,1
3,9,5,2010.0,790000.0,2.5 Story Fin,3.0,4,8447,38.97427876,-77.0225056,1
3,7,3,2012.0,600000.0,2.5 Story Unfin,1.0,1,6534,38.97410317,-77.02260352,1
3,10,4,2006.0,495000.0,2.5 Story Fin,1.0,1,7500,38.9738299,-77.02424514,1
3,8,5,2010.0,851500.0,2.5 Story Fin,1.0,3,7794,38.97398199,-77.02272177,1
3,5,4,2006.0,849000.0,1.5 Story Fin,1.0,1,4266,38.97387628,-77.02296269,1
3,9,3,2010.0,292000.0,2 Story,1.0,0,1419,38.96656711,-77.02088183,1
2,6,3,1976.0,375000.0,2 Story,1.0,0,1419,38.96656516,-77.02070874,1
1,6,3,2010.0,275000.0,2 Story,1.0,0,1419,38.96656769,-77.02066409,1
2,7,3,2006.0,300000.0,2 Story,1.0,0,1419,38.96656555,-77.0205607,1
2,7,3,2017.0,230000.0,2 Story,1.0,0,1176,38.9665673,-77.02034434,1
2,6,3,2017.0,330000.0,2 Story,1.0,0,1767,38.9665631,-77.02010133,1
1,6,3,2012.0,230000.0,2 Story,1.0,0,1767,38.96708483,-77.02224185,1
2,8,3,2017.0,572500.0,2 Story,1.0,0,1734,38.96596549,-77.02163952,1
2,11,4,2006.0,300000.0,2 Story,1.0,0,1734,38.96596371,-77.02154687,1
3,8,3,2015.0,589900.0,2 Story,1.0,0,1734,38.96595572,-77.02139063,1
1,8,4,2010.0,180000.0,2 Story,1.0,0,1440,38.96595531,-77.02116273,1
3,10,3,2013.0,550000.0,2 Story,1.0,0,1818,38.95243629,-77.01994114,1
3,10,4,2013.0,569000.0,2 Story,1.0,0,1530,38.95119606,-77.02181858,1
2,8,3,2013.0,599900.0,2 Story,1.0,0,1530,38.95139433,-77.0218288,1
3,6,4,2004.0,395000.0,2 Story,1.0,0,1530,38.95144315,-77.02183123,1
2,6,4,2005.0,410000.0,2 Story,1.0,0,1530,38.95149171,-77.02182779,1
3,8,3,2011.0,374900.0,2 Story,1.0,0,1530,38.95169043,-77.02184515,1
3,8,3,2011.0,455000.0,2 Story,1.0,0,2565,38.95119363,-77.02031942,1
2,7,4,1991.0,370000.0,2 Story,2.0,0,2565,38.95119181,-77.02038252,1
3,10,3,2011.0,399999.0,2 Story,1.0,0,2565,38.95118689,-77.02070116,1
3,6,4,2016.0,610000.0,1.5 Story Fin,1.0,0,2723,38.96777323,-77.0213389,1
2,4,3,2011.0,443000.0,2 Story,1.0,0,2640,38.96809929,-77.02205166,1
2,6,4,2014.0,450000.0,2 Story,1.0,0,1560,38.96808458,-77.02218262,1
2,7,4,2015.0,560000.0,2 Story,1.0,0,2130,38.96808457,-77.02225128,1
3,8,5,2014.0,440000.0,2 Story,1.0,2,2701,38.96182223,-77.02119543,1
3,8,3,2015.0,530000.0,2 Story,1.0,1,2701,38.96181821,-77.02098716,1
2,8,3,2011.0,495000.0,2 Story,1.0,1,2701,38.96182231,-77.02077302,1
2,7,3,2012.0,299000.0,2 Story,1.0,1,2701,38.96182259,-77.02069709,1
3,9,4,2006.0,419000.0,2 Story,2.0,1,2100,38.96179485,-77.02213451,1
2,7,3,1986.0,141500.0,2 Story,1.0,1,2064,38.96182261,-77.02055425,1
3,6,4,2015.0,684999.0,2 Story,1.0,0,4330,38.96072089,-77.02014387,1
1,9,4,2007.0,565000.0,2.5 Story Fin,1.0,1,6840,38.97396588,-77.02017208,1
3,10,4,2005.0,1015000.0,2.5 Story Fin,1.0,1,6900,38.97453809,-77.02116494,1
1,8,3,1991.0,240000.0,2 Story,1.0,1,10200,38.97339089,-77.0201748,1
4,7,5,2009.0,837000.0,2 Story,1.0,1,16501,38.97281312,-77.0210983,1
2,6,3,2016.0,700000.0,1 Story,1.0,0,7000,38.97211863,-77.02084376,1
1,6,3,2017.0,535000.0,2.5 Story Unfin,1.0,1,2272,38.96308544,-77.02224672,1
1,7,3,2018.0,410000.0,2 Story,1.0,1,1760,38.96711714,-77.02194162,1
1,7,3,2010.0,309000.0,2 Story,1.0,0,1760,38.96711573,-77.02178192,1
1,6,3,2011.0,249999.0,2 Story,1.0,0,1760,38.96711496,-77.0210388,1
2,8,3,2006.0,490000.0,2 Story,1.0,0,3929,38.95950022,-77.02089949,1
3,10,5,2016.0,862500.0,2 Story,1.0,1,5000,38.95997868,-77.02171536,1
3,6,4,2017.0,779900.0,2 Story,1.0,1,3320,38.95940797,-77.02145212,1
3,6,3,2018.0,705000.0,2 Story,1.0,0,2875,38.95967606,-77.02091234,1
1,6,3,1984.0,389000.0,2.5 Story Unfin,1.0,1,5000,38.95997811,-77.02138641,1
3,10,3,2012.0,415000.0,2 Story,1.0,0,1583,38.95767139,-77.02077827,1
1,7,3,2009.0,375000.0,2 Story,1.0,0,2163,38.96424311,-77.02353352,1
2,9,4,1961.0,152500.0,2 Story,1.0,1,2970,38.96396666,-77.0239097,1
2,8,3,2018.0,515000.0,2 Story,1.0,0,2503,38.96392899,-77.02264483,1
3,6,4,2009.0,519000.0,2 Story,1.0,0,2855,38.96066449,-77.02014409,1
2,7,3,2002.0,509000.0,2 Story,2.0,0,2885,38.96035515,-77.02016085,1
3,9,4,2018.0,825000.0,2 Story,2.0,1,2885,38.96035512,-77.02029503,1
2,11,3,2003.0,236000.0,2 Story,1.0,1,1815,38.96110811,-77.02089603,1
3,9,4,2014.0,603000.0,2 Story,1.0,1,2857,38.96110812,-77.02082957,1
1,6,3,2012.0,400000.0,2 Story,1.0,0,1500,38.91318093,-77.00975823,1
2,6,3,2012.0,220000.0,2 Story,1.0,0,1500,38.9131762,-77.01022913,1
2,6,2,2002.0,495000.0,2 Story,1.0,0,1500,38.91317928,-77.01005271,1
2,6,3,2003.0,855000.0,3 Story,1.0,1,1360,38.9127688,-77.01168211,1
2,6,3,2009.0,490000.0,2 Story,1.0,1,1500,38.91317057,-77.01081613,1
2,6,3,2002.0,399000.0,2 Story,1.0,1,1500,38.91317967,-77.01075687,1
2,6,2,2005.0,860000.0,2 Story,1.0,1,1500,38.91317985,-77.0107006,1
5,11,5,2017.0,430000.0,3 Story,2.0,0,1500,38.91316887,-77.01064087,1
1,5,2,2006.0,167500.0,2 Story,1.0,1,1500,38.91318023,-77.01058184,1
2,6,3,2012.0,640000.0,2 Story,1.0,0,1500,38.91317979,-77.01040508,1
2,7,3,1981.0,115000.0,2 Story,2.0,0,1515,38.96337619,-77.02051005,1
2,7,3,2017.0,618330.0,2 Story,1.0,0,1515,38.9633757,-77.02068289,1
2,7,3,1969.0,218000.0,2 Story,2.0,0,1515,38.96338556,-77.02096824,1
3,9,3,2014.0,525000.0,2 Story,1.0,0,1515,38.96338434,-77.02172897,1
2,6,3,2013.0,430000.0,2 Story,1.0,0,1515,38.96338429,-77.02201397,1
2,7,4,2010.0,358500.0,2 Story,1.0,0,1515,38.96338435,-77.0221852,1
2,9,4,1992.0,600000.0,2 Story,1.0,0,2566,38.95517344,-77.0205513,1
3,12,3,2010.0,682500.0,2 Story,2.0,0,2566,38.95517111,-77.020486,1
3,8,4,2010.0,370000.0,2 Story,1.0,0,2800,38.95516205,-77.02075169,1
3,8,4,2016.0,700000.0,2 Story,1.0,0,2852,38.95514942,-77.02134481,1
3,10,4,2009.0,372770.0,2 Story,1.0,0,2851,38.95516035,-77.02120752,1
3,10,4,2012.0,430000.0,2 Story,1.0,0,2852,38.95515241,-77.02127801,1
3,10,4,2015.0,610000.0,2 Story,1.0,0,2007,38.95765807,-77.02119811,1
3,10,4,2015.0,700000.0,2 Story,1.0,0,2075,38.95765437,-77.02125995,1
2,7,4,2004.0,345166.0,2 Story,1.0,0,4061,38.95863098,-77.02392949,1
3,10,4,2012.0,399999.0,2 Story,1.0,0,1589,38.95868499,-77.02366979,1
3,8,3,2014.0,545000.0,2 Story,1.0,0,1589,38.95866262,-77.02379278,1
2,7,3,2009.0,636000.0,2 Story,1.0,0,5000,38.95890696,-77.02272181,1
2,7,3,2005.0,516135.0,2 Story,1.0,1,2500,38.95997126,-77.02285114,1
3,8,4,2018.0,860000.0,2 Story,1.0,1,5156,38.96035721,-77.02311041,1
3,8,4,2015.0,724900.0,2 Story,1.0,1,4000,38.96103084,-77.02268591,1
1,6,3,2012.0,119340.0,2 Story,1.0,0,2775,38.9643957,-77.02265491,1
3,7,4,2012.0,395000.0,1 Story,1.0,0,5738,38.980217,-77.02421072,1
2,6,3,2016.0,380000.0,1 Story,1.0,0,5755,38.98093487,-77.02374955,1
2,6,3,2009.0,394500.0,2 Story,2.0,0,6047,38.97991955,-77.0237776,1
2,6,3,2010.0,390000.0,1 Story,1.0,0,5998,38.97973263,-77.02379335,1
2,6,3,2016.0,441500.0,1 Story,1.0,0,6815,38.98022441,-77.02321149,1
2,7,3,2016.0,495000.0,1 Story,1.0,0,6815,38.98054772,-77.02322983,1
2,6,3,2015.0,325000.0,1 Story,1.0,0,5775,38.98132026,-77.02321554,1
3,6,3,2016.0,550000.0,2 Story,1.0,0,1734,38.96596047,-77.02101019,1
3,7,4,2015.0,935000.0,2 Story,1.0,0,1500,38.91316623,-77.01093363,1
2,10,6,2008.0,999099.0,3 Story,2.0,0,980,38.91277192,-77.01196725,1
4,6,3,2016.0,1230000.0,2 Story,1.0,3,1500,38.91279731,-77.0102308,1
4,8,3,2006.0,554000.0,2 Story,1.0,1,1650,38.91279219,-77.01003179,1
4,10,4,2013.0,688000.0,1.5 Story Fin,1.0,1,4946,38.97015288,-77.02307689,1
3,10,5,2018.0,800000.0,2 Story,1.0,1,6843,38.97105902,-77.02398316,1
2,8,3,2012.0,450000.0,2 Story,1.0,2,4946,38.97105881,-77.02366709,1
2,9,4,1990.0,450000.0,1.5 Story Fin,1.0,1,5693,38.97014559,-77.02350558,1
3,8,5,2016.0,795000.0,1.5 Story Fin,1.0,1,4946,38.97014444,-77.0238265,1
3,8,6,2015.0,719000.0,2 Story,1.0,2,4946,38.97106518,-77.02381919,1
1,7,3,2018.0,731000.0,2 Story,1.0,1,4093,38.97079254,-77.02267459,1
1,7,3,1992.0,154400.0,2 Story,1.0,1,4104,38.97065886,-77.02266936,1
4,8,4,2015.0,869500.0,2 Story,1.0,1,4946,38.97109678,-77.02299099,1
2,6,3,2014.0,729853.0,2.5 Story Unfin,1.0,1,3661,38.97077246,-77.02354687,1
2,6,3,2012.0,552000.0,2 Story,1.0,1,4946,38.97012609,-77.02278101,1
3,8,3,2011.0,449500.0,2 Story,1.0,0,1791,38.95404969,-77.0218836,1
1,7,3,2013.0,464500.0,2 Story,1.0,0,1791,38.95405331,-77.02175774,1
3,10,3,2013.0,635000.0,2 Story,1.0,0,1791,38.95405513,-77.02169555,1
1,9,5,2004.0,412000.0,2 Story,1.0,0,1791,38.95405703,-77.0216336,1
3,8,4,2013.0,510000.0,2 Story,1.0,0,2853,38.95405993,-77.0215075,1
3,5,3,2018.0,385000.0,2 Story,1.0,0,1965,38.96699603,-77.02400118,1
1,5,3,2005.0,123870.0,2 Story,1.0,0,1965,38.96708683,-77.02400283,1
2,5,3,2010.0,419900.0,2 Story,1.0,0,1383,38.96711994,-77.02373963,1
2,5,3,2005.0,380000.0,2 Story,1.0,0,1680,38.96711503,-77.02352535,1
1,7,3,2006.0,435000.0,2 Story,1.0,2,4468,38.9603688,-77.02327287,1
2,7,3,2012.0,410000.0,2 Story,1.0,2,4468,38.9603631,-77.02339067,1
3,11,7,2009.0,750000.0,3 Story,1.0,1,16367,38.9747649,-77.02362816,1
3,6,3,2017.0,710000.0,2 Story,1.0,1,11689,38.97459796,-77.02326517,1
1,9,3,2006.0,592500.0,2.5 Story Fin,1.0,0,8142,38.97412218,-77.02167062,1
2,6,3,2013.0,525000.0,2 Story,1.0,1,3729,38.97538526,-77.02424763,1
3,7,3,2004.0,599000.0,2 Story,1.0,1,3469,38.97562059,-77.02407298,1
4,15,8,1986.0,135083.0,2.5 Story Fin,1.0,1,11250,38.97606908,-77.02239722,1
1,10,5,2006.0,273000.0,2 Story,1.0,3,21417,38.97672071,-77.02107141,1
4,15,7,2016.0,825000.0,2.5 Story Fin,1.0,1,10149,38.97627011,-77.02110636,1
2,6,4,2013.0,382000.0,2 Story,1.0,0,1734,38.96596048,-77.02095054,1
3,6,3,2017.0,546000.0,2 Story,1.0,0,1734,38.96597062,-77.02070465,1
1,6,3,2015.0,469000.0,2 Story,1.0,0,1734,38.96596189,-77.02064626,1
2,6,3,2009.0,464000.0,2 Story,1.0,0,1734,38.96596704,-77.02055129,1
1,7,3,2006.0,312000.0,2 Story,1.0,0,1734,38.96597175,-77.02039667,1
1,7,4,2012.0,330000.0,2 Story,1.0,0,2534,38.96597495,-77.02011363,1
2,6,3,2006.0,415000.0,2 Story,1.0,0,1856,38.96593126,-77.02010658,1
2,7,3,2018.0,600000.0,2 Story,1.0,0,1856,38.96578731,-77.02010342,1
1,7,3,2017.0,526000.0,2 Story,1.0,0,1755,38.96420702,-77.02199034,1
3,8,4,2015.0,589615.0,2 Story,1.0,0,1755,38.96452107,-77.02186882,1
1,7,3,2005.0,392000.0,2.5 Story Fin,1.0,0,2308,38.96452091,-77.02224913,1
3,10,4,2015.0,228095.0,2 Story,1.0,0,1983,38.95832616,-77.02198368,1
1,8,3,2008.0,500000.0,2 Story,1.0,0,3249,38.95832801,-77.0222202,1
3,10,4,2015.0,660000.0,2 Story,1.0,1,3661,38.97080317,-77.02312614,1
1,6,3,2006.0,161915.0,2 Story,1.0,1,4255,38.97107308,-77.02208431,1
3,6,3,2017.0,820000.0,2 Story,1.0,1,4945,38.97107401,-77.02195738,1
1,8,3,2015.0,330000.0,2 Story,1.0,0,3419,38.96793929,-77.02013761,1
2,10,3,2005.0,650000.0,2.5 Story Fin,1.0,2,5001,38.96845321,-77.02165643,1
2,5,3,2018.0,675000.0,2 Story,1.0,0,5000,38.96844014,-77.02067328,1
2,7,3,2010.0,505000.0,2 Story,1.0,0,2534,38.9662906,-77.02011233,1
1,6,2,2009.0,321000.0,2 Story,1.0,0,1462,38.96629426,-77.02034288,1
2,5,4,2012.0,447500.0,2 Story,1.0,0,1383,38.96711209,-77.02291932,1
2,6,3,2014.0,420000.0,2 Story,1.0,0,1789,38.96745196,-77.02297586,1
2,6,4,1983.0,240000.0,2 Story,1.0,0,1789,38.96745083,-77.02322579,1
3,6,3,2010.0,350000.0,2 Story,1.0,0,1473,38.96745009,-77.02373882,1
2,6,4,2006.0,480000.0,2 Story,1.0,0,2397,38.96761039,-77.02399539,1
1,7,3,2010.0,195000.0,2.5 Story Fin,1.0,1,8575,38.97212632,-77.02011882,1
1,7,3,2012.0,315000.0,1 Story,1.0,1,7125,38.97149549,-77.02056731,1
4,9,5,2014.0,430000.0,2 Story,1.0,1,7125,38.97149194,-77.02074237,1
2,8,3,2006.0,105886.0,1 Story,1.0,1,8847,38.97181408,-77.02020748,1
2,6,3,2010.0,485000.0,2 Story,1.0,1,4063,38.9702617,-77.02014784,1
3,8,5,2015.0,785000.0,2 Story,1.0,2,11201,38.97641485,-77.02270327,1
3,8,4,2016.0,725000.0,2.5 Story Unfin,1.0,1,9130,38.9759848,-77.02172093,1
2,6,4,2010.0,325000.0,2 Story,1.0,0,1760,38.96710797,-77.02087472,1
1,6,3,2013.0,448000.0,2 Story,1.0,0,1760,38.9671078,-77.02082337,1
2,6,3,2005.0,435000.0,2 Story,1.0,0,1760,38.96712269,-77.02066344,1
3,7,4,2015.0,480000.0,2 Story,1.0,0,1760,38.96712271,-77.02055393,1
2,6,3,2004.0,450000.0,2 Story,1.0,0,1760,38.96711463,-77.02039515,1
1,6,3,2015.0,370000.0,2 Story,1.0,0,1462,38.9671195,-77.02034496,1
3,6,4,2018.0,350000.0,2 Story,1.0,0,1767,38.96699288,-77.0201168,1
2,6,3,2010.0,375000.0,2 Story,1.0,0,1767,38.96694821,-77.02010248,1
3,5,3,2014.0,560000.0,2 Story,1.0,0,1399,38.96686266,-77.02041481,1
1,6,2,2014.0,388000.0,2 Story,1.0,0,1399,38.9668648,-77.02057151,1
2,5,2,2009.0,275000.0,2 Story,1.0,0,1399,38.96685019,-77.02066117,1
1,7,2,2010.0,320000.0,2 Story,1.0,0,1399,38.96686394,-77.02082918,1
1,6,2,2007.0,240000.0,2 Story,1.0,0,1399,38.96686321,-77.02088711,1
2,5,3,2013.0,600000.0,2 Story,1.0,0,1399,38.96686364,-77.02098842,1
2,5,3,2012.0,318000.0,2 Story,1.0,0,1399,38.96686443,-77.02114408,1
2,5,3,2010.0,287500.0,2 Story,1.0,0,1399,38.96686434,-77.0216151,1
3,5,5,2006.0,380000.0,2 Story,2.0,0,1399,38.96685757,-77.02166691,1
3,10,3,2012.0,379000.0,2 Story,1.0,0,2743,38.95661379,-77.02094594,1
3,12,2,2010.0,357000.0,2 Story,1.0,0,2410,38.9565894,-77.02178424,1
1,7,3,2009.0,379000.0,2 Story,1.0,0,1593,38.95663043,-77.02208157,1
2,10,3,2006.0,275000.0,2 Story,1.0,0,1593,38.95706363,-77.02209866,1
3,10,4,2011.0,660000.0,2 Story,1.0,0,1403,38.95737179,-77.02016116,1
2,6,3,2011.0,273000.0,2 Story,1.0,0,2775,38.96422644,-77.02265704,1
3,8,4,2010.0,355000.0,2 Story,1.0,1,2300,38.96447832,-77.02396376,1
2,6,3,2012.0,525000.0,2 Story,1.0,0,1611,38.96510951,-77.0226669,1
2,6,3,2013.0,338000.0,2 Story,1.0,0,1171,38.96512442,-77.02291764,1
3,6,3,2018.0,375000.0,2 Story,1.0,0,1760,38.96629091,-77.02040219,1
2,6,3,2015.0,499700.0,2 Story,1.0,0,1760,38.96629432,-77.02050315,1
3,8,4,2017.0,406000.0,2 Story,2.0,0,1760,38.9662996,-77.02066366,1
1,6,3,2006.0,389000.0,2 Story,1.0,0,1760,38.96629498,-77.02082232,1
2,6,3,2005.0,385000.0,2 Story,1.0,0,1760,38.96630542,-77.02088129,1
2,6,3,2018.0,604000.0,2 Story,1.0,0,1760,38.96629441,-77.02098364,1
3,8,4,2015.0,785000.0,2 Story,1.0,1,3921,38.96111738,-77.02192708,1
3,8,4,2012.0,624000.0,2 Story,1.0,1,4909,38.96062647,-77.02218826,1
1,7,4,2000.0,174900.0,2 Story,1.0,1,4922,38.9606807,-77.02218101,1
3,8,6,2016.0,735000.0,2 Story,2.0,1,4909,38.96086168,-77.02215245,1
1,8,4,2007.0,518000.0,2 Story,1.0,1,4492,38.9606867,-77.02092499,1
2,8,5,2005.0,570000.0,2.5 Story Unfin,1.0,1,5188,38.96085866,-77.0214341,1
3,7,3,2015.0,432552.0,2.5 Story Fin,1.0,1,6900,38.97107472,-77.02102451,1
3,7,3,2006.0,589900.0,1.5 Story Fin,1.0,1,6900,38.97014233,-77.02072097,1
3,7,3,2010.0,526000.0,2 Story,1.0,2,4600,38.97012221,-77.02090249,1
3,8,4,2010.0,590518.0,1.5 Story Unfin,1.0,1,4600,38.97106118,-77.02068997,1
3,10,5,2017.0,630000.0,2.5 Story Fin,1.0,0,7290,38.97054069,-77.02111805,1
2,6,3,2002.0,535000.0,2 Story,2.0,1,4600,38.97011164,-77.0205481,1
3,7,4,2014.0,565000.0,2 Story,2.0,0,2143,38.96338596,-77.02225501,1
2,6,3,2017.0,475000.0,2 Story,1.0,0,1499,38.96309632,-77.02188246,1
1,6,3,2011.0,364000.0,2 Story,1.0,0,1499,38.96309669,-77.02085173,1
2,7,3,2012.0,522500.0,2 Story,1.0,0,1399,38.96684972,-77.02177053,1
3,10,4,2012.0,459000.0,2 Story,1.0,0,1400,38.95763986,-77.02174799,1
1,8,3,2006.0,399900.0,2 Story,1.0,0,1400,38.95763441,-77.02199731,1
3,8,4,2010.0,360000.0,2 Story,1.0,0,2357,38.95834403,-77.02179597,1
3,10,4,2013.0,547000.0,2 Story,1.0,0,2429,38.95834611,-77.02173309,1
2,7,4,2013.0,412000.0,2 Story,1.0,0,2789,38.95835599,-77.02141361,1
3,8,4,2004.0,460000.0,2 Story,2.0,0,2970,38.9583392,-77.02063113,1
2,7,3,2010.0,275600.0,2 Story,1.0,0,3230,38.95821693,-77.02025531,1
2,7,4,2009.0,397000.0,2 Story,1.0,0,1874,38.95811379,-77.02024974,1
3,10,3,2014.0,541000.0,2 Story,1.0,0,2018,38.95801551,-77.02024452,1
2,6,4,2016.0,305000.0,2 Story,1.0,0,1425,38.96512477,-77.02297753,1
2,7,3,2006.0,130000.0,2 Story,1.0,0,1425,38.96512283,-77.02367978,1
3,6,3,2016.0,395000.0,2 Story,1.0,0,1654,38.96529743,-77.02400084,1
2,6,3,2012.0,262000.0,2 Story,1.0,0,1171,38.96540729,-77.02373803,1
3,7,3,2017.0,580000.0,2 Story,1.0,0,1425,38.96540731,-77.02367802,1
3,6,3,2014.0,551250.0,2 Story,1.0,0,1425,38.96538456,-77.02343939,1
3,7,3,2014.0,525000.0,2 Story,1.0,0,1425,38.96541379,-77.02322144,1
2,6,3,2011.0,465000.0,2 Story,1.0,0,1425,38.9654076,-77.02312855,1
3,6,3,2015.0,427260.0,1 Story,1.0,0,6762,38.9812484,-77.02266765,1
3,7,5,2009.0,455000.0,1 Story,1.0,0,6165,38.98105911,-77.02277943,1
3,10,6,2004.0,608000.0,2.5 Story Unfin,1.0,1,5850,38.96073183,-77.02140567,1
1,6,3,2006.0,130000.0,2 Story,1.0,0,2500,38.95996907,-77.02157182,1
1,8,3,2011.0,415000.0,2 Story,1.0,0,1170,38.95726775,-77.0226163,1
3,10,3,2009.0,355000.0,2 Story,1.0,0,1587,38.95684322,-77.02383059,1
3,10,4,2014.0,618000.0,2 Story,1.0,0,1300,38.95726267,-77.02281485,1
1,6,3,1981.0,675000.0,2 Story,1.0,1,4936,38.95809236,-77.02264529,1
3,10,4,2014.0,638000.0,2 Story,2.0,0,2250,38.95765174,-77.02279871,1
3,7,4,2013.0,640000.0,2 Story,1.0,1,3821,38.96251315,-77.0222312,1
3,10,3,2004.0,565000.0,2 Story,2.0,0,2878,38.95408841,-77.02093343,1
3,10,4,2014.0,705500.0,2 Story,1.0,0,2878,38.95409041,-77.02086837,1
1,5,2,1949.0,440000.0,2 Story,1.0,0,1536,38.95406912,-77.0200062,1
2,5,2,2008.0,399900.0,2 Story,1.0,0,1536,38.95398111,-77.02000214,1
3,7,4,2016.0,705000.0,2 Story,1.0,0,1536,38.95393787,-77.02000017,1
3,10,3,2013.0,592500.0,2 Story,1.0,0,1536,38.95367537,-77.01998833,1
2,8,3,2006.0,440000.0,2 Story,1.0,2,4078,38.96109914,-77.0235454,1
1,9,3,1992.0,195000.0,2 Story,1.0,1,3047,38.96148901,-77.02314101,1
3,7,3,2014.0,628500.0,2 Story,1.0,0,3047,38.96148944,-77.02320839,1
2,6,3,2009.0,325000.0,2 Story,1.0,0,2133,38.96184826,-77.02357081,1
3,6,4,2015.0,339000.0,2 Story,2.0,0,2133,38.96184827,-77.02308009,1
2,6,3,2017.0,494885.0,2 Story,2.0,0,1938,38.96216243,-77.02331061,1
2,6,3,1991.0,389000.0,2 Story,1.0,0,2739,38.96215201,-77.02362064,1
1,6,3,1991.0,369900.0,2 Story,1.0,0,2045,38.96252591,-77.02378368,1
1,8,5,2012.0,230000.0,1.5 Story Fin,1.0,1,7500,38.97600341,-77.02332275,1
1,6,3,2015.0,557000.0,2.5 Story Fin,1.0,0,7500,38.97601812,-77.0236527,1
2,6,3,2005.0,519970.0,1 Story,1.0,0,6258,38.97983554,-77.02270148,1
2,5,3,2009.0,350000.0,2 Story,1.0,0,1870,38.98187659,-77.02422641,1
1,3,3,2006.0,420000.0,2 Story,1.0,0,1870,38.98199738,-77.0242411,1
2,5,4,2001.0,390000.0,2 Story,1.0,0,1767,38.98207405,-77.02420397,1
2,7,3,2014.0,437500.0,2 Story,1.0,0,1870,38.9821045,-77.02376817,1
1,7,3,2007.0,71812.0,2 Story,1.0,0,1755,38.96476892,-77.02168324,1
2,7,3,2004.0,497129.0,2 Story,1.0,0,1755,38.96476274,-77.02149169,1
2,7,3,2006.0,400000.0,2 Story,1.0,0,1755,38.96476275,-77.02142154,1
3,7,4,2017.0,707500.0,2 Story,1.0,0,1755,38.9647667,-77.02103499,1
2,8,3,2012.0,430000.0,2 Story,1.0,0,1755,38.96476437,-77.02092399,1
